MW,CLogP,HBD,TPSA,RotBonds,SMILES
243.306,-0.396,0,64.850,3,CS(=O)(=O)c1nccn1Cc1cscn1
210.256,0.310,1,83.010,3,Cc1nsc(N(C)CC(N)=O)c1C#N
201.268,1.988,0,30.270,1,CN1CCN(c2ccc(C#N)cc2)CC1
247.171,2.708,1,55.400,4,COC(=O)c1ccc(NC(=O)C(F)(F)F)cc1
212.199,1.257,1,64.990,4,COc1cc(C(=O)O)cc(OC)c1OC
227.283,0.954,1,64.110,3,CCc1nnc(NC(=O)C2CCCO2)s1
228.243,3.791,1,46.530,4,O=C(O)c1ccc(OCc2ccccc2)cc1
206.284,0.859,1,38.490,2,CC(N)c1ccc(N2CCOCC2)cc1
204.268,1.101,1,32.340,2,CN(C(=O)C1CCNC1)c1ccccc1.Cl
209.217,1.903,0,29.540,0,CC(=O)N1CC(C)Oc2c(F)cccc21
242.702,2.331,3,61.360,4,CCC(CO)NC(=O)Nc1ccc(Cl)cc1
208.260,-1.378,2,72.940,2,Cl.Cn1cc(C(N)=O)c(C2CCCNC2)n1
206.198,-0.135,1,59.920,2,COc1ccc2cn[nH]c(=O)c2c1OC
218.318,3.474,1,38.910,1,Cc1ccc(-c2nc(N)sc2C)cc1C
202.213,0.260,1,59.290,2,O=C(NC1CC1)c1cnn2cccnc12
174.199,1.021,1,52.890,2,CCC(=O)Nc1ccccc1C#N
241.285,2.414,1,38.330,4,CC(=O)Nc1ccccc1OCc1ccccc1
136.194,1.954,1,24.920,2,CC(C)Nc1cccnc1
187.241,1.010,2,54.700,0,Cc1n[nH]c(C)c1-c1ccccc1N
184.237,1.485,1,38.910,2,Nc1ccc(Cc2ccncc2)cc1
205.213,0.120,1,60.060,3,Cn1cc(CNC(=O)c2ccco2)cn1
258.112,1.872,1,38.330,3,COc1ccc(Br)cc1CNC(C)=O
245.340,2.863,1,29.100,4,Cc1ccc(CNC(=O)Cc2cccs2)cc1
228.290,2.545,1,36.360,2,Oc1ccc(CN2CCCC2)c2cccnc12
205.296,2.283,0,20.310,3,CC(C)N(C(=O)c1ccccc1)C(C)C
213.257,0.528,1,64.110,2,CC1CCOC1C(=O)Nc1cnns1
234.316,-0.278,1,66.480,2,CCC(=O)N1CCCC(NS(C)(=O)=O)C1
142.156,-0.885,3,61.360,2,Cc1[nH][nH]c(=O)c1CCO
205.228,0.709,0,29.020,2,FC(F)c1nnc(N2CCCC2)s1
196.221,1.803,2,45.150,2,C[C@]1(O)C[C@@H](Nc2ncccc2F)C1
219.207,1.984,1,31.920,3,FC(F)(F)c1cc(CN2CCCC2)n[nH]1
164.165,0.348,1,63.830,0,Cc1nn(C)c2c(O)nncc12
221.274,1.145,2,83.470,2,CS(=O)(=O)NC1(C(=O)O)CCCCC1
206.201,-0.148,1,72.950,2,Cc1cc(C(=O)Nc2cnn(C)c2)no1
160.173,1.192,1,52.890,1,CC(=O)Nc1ccc(C#N)cc1
228.268,-0.887,2,89.260,3,CC(=O)NCc1ccc(S(N)(=O)=O)cc1
272.223,1.576,1,49.410,2,O=C1CN(C(=O)c2ccccc2C(F)(F)F)CCN1
185.267,-0.906,1,49.570,2,CN(C)C(=O)CN1CCC(N)CC1
179.237,-1.506,1,57.610,0,CS(=O)(=O)N1CCC(O)CC1
183.274,0.219,1,28.160,2,c1nc(CN2CCNCC2)cs1
236.285,1.995,1,32.340,1,Cc1ccc(F)c(C(=O)N2CCNC(C)C2)c1.Cl
208.260,-0.901,1,59.810,3,CCC(=O)NCc1nnc2n1CCCC2
196.250,0.366,1,54.190,2,CN(C)c1noc(C2CCNCC2)n1
193.246,1.125,1,46.920,3,CCn1cc(NC(=O)C2CCC2)cn1
298.376,1.748,1,49.410,3,O=S(=O)(NC1CCN(C2CC2)CC1)c1cccc(F)c1
233.290,1.524,2,68.010,2,CC(=O)Nc1ccc(-c2csc(N)n2)cc1
190.242,0.794,2,41.130,1,CC(=O)NC1CNc2ccccc2C1
205.256,1.094,2,54.020,2,Cc1cccc(NC(=O)[C@@H]2CCCN2)n1
194.618,1.404,1,52.890,2,N#CCC(=O)Nc1ccc(Cl)cc1
177.203,0.235,1,45.230,1,O=C1CNCCN1c1cccnc1
180.204,-0.591,2,62.220,3,CC(O)C(=O)NCc1ccccn1
162.232,0.906,1,24.920,3,CC(NC1CC1)c1cccnc1
175.191,1.171,1,69.620,1,Cc1ccc(-n2nnnc2N)cc1
180.128,0.509,0,32.670,2,CCN1N=C(C(F)(F)F)CC1=O
163.173,1.038,1,38.330,1,COc1cccc2c1CNC2=O
142.242,1.271,1,29.260,2,CC1CCCCN1CCN
245.234,1.020,2,84.220,3,Cn1ccc(C(=O)Nc2cccc(C(=O)O)c2)n1
151.166,0.205,2,71.770,2,NC(=O)c1c[nH]c(C2CC2)n1
145.200,-1.369,2,41.490,2,CNC1(CO)CCOCC1
244.289,1.824,1,45.590,2,Oc1ccc(CN2CCOCC2)c2cccnc12
161.106,0.162,1,38.330,2,O=c1ccc(OC(F)F)c[nH]1
152.177,-0.063,1,54.460,1,c1csc(-c2nnc[nH]2)n1
175.187,0.875,1,64.940,1,Cc1nc(-c2ccc(N)cc2)no1
157.253,0.751,1,23.470,2,CC(C)N1CCCC(CO)C1
150.178,0.341,1,41.990,1,CC(=O)Nc1ccncc1C
229.318,0.888,1,42.150,3,Cc1nc(CN2C[C@@H](F)C[C@H]2CN)cs1
139.198,-0.066,1,29.850,2,CNC(C)c1cnn(C)c1
156.139,-0.866,1,78.350,3,COCc1cc(C(N)=O)no1
156.249,0.882,1,24.920,3,CCc1ncc(CNC)s1
223.197,0.515,1,69.390,3,NS(=O)(=O)c1ccccc1OC(F)F
204.268,1.296,2,41.130,2,Cl.O=C(NC1CCCNC1)c1ccccc1
207.269,1.201,1,32.700,3,OCC1CN(Cc2ccccc2)CCO1
192.258,0.948,1,46.330,3,CCN(CC)C(=O)c1ccc(N)cc1
143.227,1.000,2,32.260,3,CC1CCCC1NCCO
153.154,1.055,1,43.090,1,Cc1ccc(C(N)=O)c(F)c1
212.267,0.160,1,47.080,3,Cn1nccc1CN1C[C@@H](F)C[C@H]1CN
167.208,0.084,1,50.950,2,CCc1nc(C2CCCN2)no1
170.252,0.188,1,46.330,1,CN(C)C(=O)C1CCCC(N)C1
192.258,1.921,2,55.120,3,CCC(C)NC(=O)c1ccccc1N
231.122,3.121,1,15.270,1,Clc1ccc(N2CCNCC2)cc1Cl
184.164,1.742,1,46.530,3,CC(Oc1ccccc1F)C(=O)O
170.275,1.111,1,24.920,2,CNC(C)c1sc(C)nc1C
219.280,1.413,1,38.330,3,COc1ccc(C(=O)C2CCNCC2)cc1
142.242,1.271,1,29.260,2,CC1CCN(CCN)CC1
131.173,-0.408,1,32.700,2,OCCN1CCOCC1
166.224,0.284,1,42.740,2,Cl.Cl.c1cn(CC2CCCCN2)nn1
180.204,0.325,2,64.350,3,COc1ccc(NC(=O)CN)cc1.Cl
144.215,0.108,1,38.490,2,CC1COCCN1CCN
185.243,0.756,1,46.170,2,CNc1ccccc1S(C)(=O)=O
210.296,0.506,1,41.990,1,CNC(=O)C1CCCc2sc(C)nc21
187.241,1.681,1,29.850,3,Cn1ccc(NCc2ccccc2)n1
196.221,1.022,1,34.150,2,Fc1ccc(NC2CCOCC2)nc1
189.235,0.004,1,77.980,2,CC(C)n1cnc(S(N)(=O)=O)c1
141.254,2.661,1,12.030,3,CNCCC1CCCCC1
174.242,2.029,2,27.820,3,CCNCc1cccc2[nH]ccc12
204.268,1.987,1,28.260,3,COc1ccc2[nH]cc(CN(C)C)c2c1
184.279,-0.009,2,41.130,3,CC(C)C(=O)NCC1CCCNC1
179.242,1.792,1,41.570,2,CCc1csc(-c2c[nH]cn2)n1
193.199,2.300,1,57.610,2,CC(=O)N(C)c1ccccc1C(=O)O
203.240,0.592,1,64.940,3,CC(N)c1nc(Cc2ccccc2)no1.Cl
199.252,0.837,1,51.800,2,CC(N)c1ccc(-c2cncnc2)cc1
207.244,1.506,1,29.100,3,CNC(=O)C1(Cc2ccccc2F)CC1
191.111,-0.116,1,68.870,2,NC(=O)c1cnc(C(F)(F)F)nc1
205.213,-0.258,0,58.700,2,Cc1cc(Cn2nc(C)ccc2=O)on1
197.231,0.394,1,53.710,4,COc1cc(CN)cc(OC)c1OC
219.161,2.636,1,52.320,3,CCOC(=O)c1c(F)cc(F)c(F)c1N
194.234,0.817,1,50.280,2,COc1ccnc(N2CCNCC2)n1
194.230,0.234,2,64.350,3,COc1ccc(C)cc1NC(=O)CN.Cl
194.184,1.089,1,63.600,4,CC(=O)c1ccc(OCC(=O)O)cc1
155.155,0.418,1,68.010,2,CC(C)n1cc(C(=O)O)nn1
209.260,1.285,1,21.260,3,Cl.Fc1ccccc1CNC1CCOCC1
180.247,1.000,1,38.050,2,CC(O)c1cnn(C2CCCC2)c1
140.183,-0.073,1,38.060,2,CNCc1c(C)noc1C
178.231,1.577,1,34.150,3,c1cc(NCC2CCCO2)ccn1
144.215,-0.022,1,38.490,2,CC(N)CN1CCOCC1
191.150,2.122,1,35.250,3,NCc1ccccc1OC(F)(F)F
184.279,-0.157,1,24.500,2,C1CN(CC2CCOCC2)CCN1
193.199,-0.217,2,66.400,3,CC(=O)Nc1ccccc1CC(=O)O
223.229,-1.277,1,79.780,1,NC(=O)N1CCN(C(=O)c2ccco2)CC1
205.231,1.852,2,40.710,3,Cc1n[nH]cc1CNc1ccccc1F
203.240,0.750,1,60.910,3,Cc1nc2ccccc2n1CCC(N)=O
194.234,-0.196,2,72.940,2,Cn1cc(N)c(C(=O)NC2CCC2)n1
141.211,-0.112,1,21.260,3,C1CC(CNC2CC2)CO1
197.236,1.207,0,41.610,2,Cc1nccn1Cc1cccc(C#N)c1
184.211,1.156,1,36.360,3,C[C@@H](CO)N(C)c1ncccc1F
198.262,0.663,0,32.780,1,CN1CCN(C(=O)C2CCCO2)CC1
175.187,0.875,1,64.940,1,Cc1nc(-c2cccc(N)c2)no1
197.163,0.861,2,66.400,2,CC(=O)Nc1cc(C(=O)O)ccc1F
169.181,-0.458,1,68.010,3,Cc1nc(C)n(CCC(=O)O)n1
225.311,-0.145,1,45.230,1,Cc1ncsc1C(=O)N1CCCNCC1.Cl
218.249,1.104,1,63.400,2,CN(Cc1cccc(F)c1)S(N)(=O)=O
244.286,1.412,1,49.410,1,O=S(=O)(c1ccc(F)cc1)N1CCNCC1
222.240,0.140,2,61.800,1,O=C(Nc1ccc(O)cc1)N1CCOCC1
205.662,1.636,1,46.170,1,CNS(=O)(=O)c1ccccc1Cl
226.249,3.242,0,17.820,2,Fc1ccc(Cn2cnc3ccccc32)cc1
169.178,-1.375,1,53.680,3,CN(C)Cc1ccc(C(=O)O)o1.Cl
150.201,1.975,1,28.680,1,c1csc(-c2ncc[nH]2)c1
165.192,-0.023,1,48.990,1,Cl.O=C(c1cn[nH]c1)N1CCCC1
162.189,0.635,2,55.120,1,Cl.NC(=O)c1ccc2c(c1)CCN2
205.644,2.496,1,51.800,1,Nc1nccc(-c2ccc(Cl)cc2)n1
207.272,1.684,1,46.920,3,CCn1cc(NC(=O)C2CCCC2)cn1
204.225,1.208,1,49.410,2,O=C1CN(Cc2ccccc2)CC(=O)N1
137.182,1.337,1,37.810,2,CC(C)Nc1ncccn1
155.625,2.223,1,12.030,2,CNCc1cccc(Cl)c1
152.194,0.619,1,36.360,3,CN(CCO)c1ccccn1
170.181,1.780,1,29.460,3,CC(O)COc1cccc(F)c1
139.198,0.154,1,29.850,3,CCn1ccc(CNC)n1
209.260,2.551,0,12.470,2,CC1COCCN1Cc1ccccc1F
199.270,1.229,1,46.170,3,CS(=O)(=O)NCCc1ccccc1
183.274,1.572,0,29.020,1,Cc1nnc(N2CCCCC2)s1
209.209,1.293,0,20.310,2,CC1CCN(C(=O)CC(F)(F)F)CC1
163.165,0.303,1,43.090,1,NC(=O)C1CCC(F)(F)CC1
168.196,-0.991,1,64.150,2,CN(C)C(=O)Cn1cc(N)cn1
155.198,-0.048,1,64.940,2,Cc1noc(C(N)C(C)C)n1
210.253,-0.307,1,62.820,2,CS(=O)(=O)Cc1nc2ccccc2[nH]1
215.291,3.419,0,16.380,4,Cc1ccc(CN(C)Cc2ccccc2)o1
233.309,1.178,1,35.580,2,CC(=O)Nc1ccc(N2CCN(C)CC2)cc1
182.220,0.431,0,46.340,3,CCN(CC)C(=O)c1cc(C)no1
177.243,1.555,0,20.310,1,Cc1cccc(C(=O)N(C)C)c1C
218.316,-2.076,1,49.410,1,Cl.Cl.O=S1(=O)CCC(N2CCNCC2)CC1
178.253,-0.302,1,63.400,1,CS(=O)(=O)N1CCC[C@@H]1CN
246.076,1.715,0,20.310,1,CN(C)C(=O)c1ccc(F)cc1Br
248.301,1.703,2,72.190,2,Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1
196.221,1.450,0,25.360,2,CN(c1ncccc1F)C1CCOC1
245.360,2.976,0,20.310,4,CC1CCN(C(=O)CCCc2ccccc2)CC1
213.300,1.362,0,38.250,1,Cc1nsc(N2CCOC(C)C2C)n1
145.183,-0.658,1,61.030,2,COCc1nnc(N)s1
109.129,0.499,1,37.810,1,CNc1ncccn1
191.187,0.620,1,68.010,2,Cc1cnc2c(cnn2CC(=O)O)c1
211.344,3.280,1,21.260,4,CCC1CCC(NC[C@H]2CCCO2)CC1.Cl
232.278,2.312,2,50.360,3,O=C(NCC1CC1)Nc1ccc2c(c1)CCO2
225.192,1.817,1,54.880,3,CCc1nnc(NC(=O)C(F)(F)F)s1
204.228,0.983,0,56.740,2,Cn1ccnc1-c1noc(C2CCC2)n1
178.231,0.966,1,32.340,3,CN(C)C(=O)CNc1ccccc1
175.209,-0.164,1,66.060,1,CN(C)S(=O)(=O)c1cn[nH]c1
200.255,-0.146,1,54.370,3,CS(=O)(=O)CC(O)c1ccccc1
205.228,1.987,1,25.170,4,Cl.Fc1cccc(CNCc2ccco2)c1
223.580,3.241,1,29.100,2,O=C(Nc1cccc(Cl)c1)C(F)(F)F
205.260,1.267,0,46.840,2,CC(C)N(C)c1ncnc2c1cnn2C
208.303,0.640,1,33.090,2,CC1CN(C)CCC1Nc1cnn(C)c1
187.241,1.564,1,29.850,3,CNCc1cnn(-c2ccccc2)c1.Cl
167.205,0.752,1,44.480,3,COc1ccc(CN)cc1OC
176.215,-1.145,1,46.330,0,CC(=O)N1Cc2ccc(N)cc2C1
178.253,-1.256,2,58.200,1,CS(=O)(=O)NC1CCNCC1.Cl
242.316,1.379,1,36.100,1,CC(=O)N1CCC(c2c[nH]c3ccccc23)CC1
203.240,0.531,0,49.150,1,N#Cc1ccc(N2CCCOCC2)cn1
210.620,0.422,0,52.830,2,Cn1cc(Oc2ncncc2Cl)cn1
