regid,smiles,Pgood
S2800,O=C1Nc2nn[nH]c2C=N1,0.99
S2801,O=C1Nc2[nH]nnc2C=N1,0.96
S2802,O=C1Nc2cnnn2C=N1,0.99
S2803,O=C1Nn2nncc2C=N1,0.92
S2804,O=C1NC=C2NN=NC2=N1,0.94
S2805,O=C1NC=C2N=NNC2=N1,0.94
S281,O=C1Nc2cccn2N1,0.95
S2810,O=C1ON=C2N=NNC2=C1,0.78
S2811,O=C1ON=C2NN=NC2=C1,0.78
S2813,O=C1Oc2[nH]nnc2C=N1,0.56
S2814,O=C1Oc2cnnn2C=N1,0.92
S2816,O=C1OC=C2NN=NC2=N1,0.89
S2817,O=C1OC=C2N=NNC2=N1,0.89
S282,O=C1Nc2cc[nH]c2O1,0.93
S2820,O=C1SN=Cn2nncc12,0.92
S2825,O=C1Sc2[nH]nnc2C=N1,0.88
S283,O=C1Nc2[nH]ccc2O1,0.93
S2830,O=C1Nc2[nH]nnc2N=C1,0.82
S2831,O=C1Nc2nn[nH]c2N=C1,0.96
S2832,O=C1Nn2nncc2N=C1,0.92
S2833,O=C1Nc2cnnn2N=C1,0.99
S2834,O=C1Nc2[nH]nnc2N=N1,0.82
S2835,O=C1Nc2nn[nH]c2N=N1,0.96
S2836,O=C1Nn2nncc2N=N1,0.92
S2838,O=C1NC(=O)c2nn[nH]c2N1,0.96
S2839,O=C1NC(=O)c2[nH]nnc2N1,0.96
S2840,O=C1NC(=O)c2cnnn2N1,0.88
S2841,O=C1NC(=O)n2nncc2N1,0.96
S2842,O=C1Nc2nn[nH]c2NC1=O,0.96
S2843,O=C1Nc2cnnn2NC1=O,0.89
S2844,O=C1Nc2[nH]nnc2C(=O)O1,0.93
S2845,O=C1Nc2nn[nH]c2C(=O)O1,0.93
S2846,O=C1Nn2nncc2C(=O)O1,0.92
S2849,O=C1Nc2nn[nH]c2OC1=O,0.96
S285,O=C1Nn2cccc2O1,0.95
S2852,O=C1Nc2[nH]nnc2C(=O)S1,0.55
S2853,O=C1Nc2nn[nH]c2C(=O)S1,0.55
S2854,O=C1Nn2nncc2C(=O)S1,0.92
S2857,O=C1Nc2nn[nH]c2SC1=O,0.55
S286,O=C1Nc2cc[nH]c2S1,0.67
S2860,O=C1C=CNc2nn[nH]c12,1.0
S2861,O=C1C=CNc2[nH]nnc12,1.0
S2862,O=C1C=CNc2cnnn12,1.0
S2863,O=C1C=CNn2nncc12,0.92
S2864,O=C1N=CNc2nn[nH]c12,1.0
S2865,O=C1N=CNc2[nH]nnc12,1.0
S2866,O=C1N=CNc2cnnn12,0.78
S2867,O=C1N=CNn2nncc12,0.92
S2868,c1cnc2[nH]nnc2n1,0.98
S2869,c1cnn2nncc2n1,0.96
S287,O=C1Nc2[nH]ccc2S1,0.67
S2870,c1nnc2[nH]nnc2n1,0.97
S2871,c1nnc2nn[nH]c2n1,0.97
S2872,c1nnn2nncc2n1,0.75
S2873,c1nnc2cnnn2n1,0.94
S2874,O=C1NC=Nc2nn[nH]c12,1.0
S2875,O=C1NC=Nc2[nH]nnc12,1.0
S2876,O=C1NC=Nc2cnnn12,0.99
S2877,O=C1NC=Nn2nncc12,0.99
S2878,O=C1Oc2[nH]nnc2N=C1,0.73
S2881,O=C1Oc2cnnn2N=C1,0.77
S2882,O=C1OC=Nc2nn[nH]c12,0.81
S2883,O=C1OC=Nc2[nH]nnc12,0.97
S2885,O=C1OC=Nn2nncc12,0.77
S2886,O=C1Sc2[nH]nnc2N=C1,0.76
S2889,O=C1Sc2cnnn2N=C1,0.77
S289,O=C1Nn2cccc2S1,0.95
S2891,O=C1SC=Nc2[nH]nnc12,0.53
S2893,O=C1SC=Nn2nncc12,0.77
S2894,n1nnc2[nH]nnc2n1,0.94
S2895,c1nnn2nnnnc12,0.73
S2898,O=C1ON=C2N=NNC2=N1,0.76
S2899,O=C1ON=C2NN=NC2=N1,0.76
S29,c1nnn[nH]1,0.98
S290,c1ccc2[nH]ccc2c1,1.0
S2902,O=C1NN=Nc2[nH]nnc12,0.97
S2903,O=C1NN=Nc2nn[nH]c12,0.83
S2905,O=C1NN=Nc2cnnn12,0.99
S291,c1ccn2cccc2c1,0.99
S292,c1cc2[nH]ccc2cn1,1.0
S2925,O=C1C=COc2[nH]nnc12,0.97
S2926,O=C1C=COc2cnnn12,0.95
S2929,O=C1N=COc2[nH]nnc12,0.97
S293,c1cc2cc[nH]c2cn1,1.0
S2932,O=C1C=CSc2[nH]nnc12,0.93
S2935,O=C1C=CSc2cnnn12,0.95
S2936,O=C1C=NNc2nn[nH]c12,0.97
S2937,O=C1C=NNc2[nH]nnc12,0.97
S2938,O=C1C=NNc2cnnn12,1.0
S294,c1cnc2[nH]ccc2c1,1.0
S2946,O=C1C=NSc2cnnn12,0.95
S2949,O=C1N=CSc2[nH]nnc12,0.9
S295,c1cnc2cc[nH]c2c1,1.0
S2952,O=C1N=NNc2nn[nH]c12,0.97
S2953,O=C1N=NNc2[nH]nnc12,0.97
S296,c1cc2cnccn2c1,0.99
S2965,O=C1C(=O)C(=O)c2[nH]nnc2C1=O,0.94
S2968,O=C1NC(=O)c2nn[nH]c2O1,0.93
S2969,O=C1NC(=O)n2nncc2O1,0.96
S297,c1cc2ccncn2c1,0.99
S2972,O=C1NC(=O)c2nn[nH]c2S1,0.69
S298,c1cnn2cccc2c1,0.99
S299,c1cnc2cccn2c1,0.98
S3,c1ccsc1,0.97
S30,c1nn[nH]n1,0.98
S300,c1cc2[nH]ccc2nn1,0.98
S301,c1cc2cc[nH]c2nn1,1.0
S3017,O=C1OC(=O)c2nn[nH]c2O1,0.83
S302,c1cc2nnccn2c1,0.97
S3028,O=C1Sc2nn[nH]c2S1,0.85
S303,c1cc2ccnnn2c1,0.99
S3031,O=C1OC(=O)c2nn[nH]c2S1,0.54
S304,c1cc2cnncc2[nH]1,1.0
S305,c1cc2cnncn2c1,0.99
S306,O=C1NC=Cc2[nH]ccc12,1.0
S3064,o1nnc2c[nH]cc12,0.94
S3065,o1cc2onnc2c1,0.93
S3066,o1nnc2cscc12,0.97
S3067,o1nnc2c[nH]nc12,0.94
S3068,o1nnc2n[nH]cc12,0.92
S3069,o1cc2nnoc2n1,0.93
S307,O=C1NC=Cc2cc[nH]c12,1.0
S3070,o1cc2onnc2n1,0.93
S3071,o1nnc2csnc12,0.9
S3072,o1nnc2nscc12,0.9
S3073,o1nnc2n[nH]nc12,0.95
S3074,o1nnc2nnoc12,0.86
S3075,o1nnc2onnc12,0.86
S3078,o1nnc2nnsc12,0.86
S3079,o1nnc2snnc12,0.92
S308,O=C1Nc2[nH]ccc2C=C1,0.94
S3080,O=C1C(=O)c2onnc2C1=O,0.52
S3081,o1nc2onnc2n1,0.86
S3082,o1nnc2nsnc12,0.86
S3083,O=C1Nc2onnc2N1,0.87
S3085,O=C1Nc2onnc2O1,0.8
S309,O=C1Nc2cc[nH]c2C=C1,0.98
S31,o1ncnn1,0.94
S310,O=C1NC=Cn2cccc12,1.0
S3103,o1nnc2ccccc12,0.96
S3104,o1nnc2cnccc12,0.98
S3105,o1nnc2ccncc12,0.98
S3106,o1nnc2cccnc12,0.98
S3107,o1nnc2ncccc12,0.99
S3108,o1nnc2nnccc12,0.86
S3109,o1nnc2ccnnc12,0.89
S311,O=C1NC=Cc2cccn12,0.99
S3110,o1nnc2cnncc12,0.87
S3111,O=C1NC=Cc2onnc12,0.92
S3113,O=C1Nc2onnc2C=C1,0.87
S3114,O=C1Nc2nnoc2C=C1,0.92
S3117,O=C1OC=Cc2onnc12,0.9
S3118,O=C1OC=Cc2nnoc12,0.91
S3119,O=C1Oc2onnc2C=C1,0.88
S312,O=C1Nn2cccc2C=C1,0.95
S3120,O=C1Oc2nnoc2C=C1,0.9
S3123,O=C1SC=Cc2onnc12,0.9
S3129,o1nnc2ncncc12,0.98
S313,O=C1Nc2cccn2C=C1,1.0
S3130,o1nnc2cncnc12,0.99
S3131,o1nnc2nnncc12,0.84
S3132,o1nnc2cnnnc12,0.87
S3133,O=C1NN=Cc2onnc12,0.92
S3136,O=C1NN=C2ON=NC2=C1,0.84
S3137,O=C1Nc2nnoc2C=N1,0.92
S3138,O=C1Nc2onnc2C=N1,0.87
S314,O=C1NC=C2C=CNC2=C1,0.95
S3140,O=C1NC=C2N=NOC2=N1,0.77
S3145,O=C1Oc2nnoc2C=N1,0.89
S3149,O=C1SN=Cc2onnc12,0.89
S315,O=C1NC=C2NC=CC2=C1,0.95
S3157,O=C1Nc2onnc2N=C1,0.87
S3159,O=C1Nc2onnc2N=N1,0.87
S316,O=C1OC=Cc2[nH]ccc12,0.96
S3161,O=C1NC(=O)c2nnoc2N1,0.87
S3163,O=C1Nc2onnc2NC1=O,0.87
S3164,O=C1Nc2onnc2C(=O)O1,0.8
S3166,O=C1Nc2onnc2OC1=O,0.8
S3168,O=C1Nc2onnc2C(=O)S1,0.87
S317,O=C1OC=Cc2cc[nH]c12,0.97
S3173,O=C1C=CNc2onnc12,0.95
S3175,O=C1N=CNc2onnc12,0.95
S3176,o1nnc2nccnc12,0.98
S3177,o1nnc2ncnnc12,0.93
S3178,o1nnc2nncnc12,0.93
S318,O=C1Oc2[nH]ccc2C=C1,0.86
S3182,O=C1Oc2nnoc2N=C1,0.54
S3183,O=C1OC=Nc2nnoc12,0.89
S3184,O=C1OC=Nc2onnc12,0.82
S3187,O=C1SC=Nc2nnoc12,0.55
S3188,O=C1SC=Nc2onnc12,0.83
S3189,o1nnc2nnnnc12,0.86
S319,O=C1Oc2cc[nH]c2C=C1,0.86
S3190,O=C1NN=C2N=NOC2=N1,0.76
S3191,O=C1NN=C2ON=NC2=N1,0.76
S32,o1cnnn1,0.93
S320,O=C1OC=Cn2cccc12,0.92
S3208,O=C1C=COc2nnoc12,0.85
S3209,O=C1C=COc2onnc12,0.57
S321,O=C1OC=Cc2cccn12,0.82
S3210,O=C1N=COc2nnoc12,0.71
S3211,O=C1N=COc2onnc12,0.56
S3215,O=C1C=NNc2onnc12,0.95
S3223,O=C1N=NNc2onnc12,0.95
S3229,O=C1C(=O)C(=O)c2nnoc2C1=O,0.52
S323,O=C1Oc2cccn2C=C1,0.92
S324,O=C1OC=C2C=CNC2=C1,0.92
S325,O=C1OC=C2NC=CC2=C1,0.92
S326,O=C1SC=Cc2[nH]ccc12,0.96
S327,O=C1SC=Cc2cc[nH]c12,0.57
S3270,O=C1Oc2onnc2OC1=O,0.58
S3272,O=C1OC(=O)c2nnoc2O1,0.68
S328,O=C1Sc2[nH]ccc2C=C1,0.96
S33,c1nnsn1,0.96
S330,O=C1SC=Cn2cccc12,0.92
S333,O=C1Sc2cccn2C=C1,0.92
S3348,O=C1C=CN2C=CC=CN12,0.95
S3359,O=C1NC=CN2N1C=CC2=O,0.96
S336,c1ncc2[nH]ccc2n1,1.0
S3362,O=C1N=NC2=C1NC=CN2,0.88
S337,c1ncc2cc[nH]c2n1,1.0
S3373,O=C1C=CN2C=NC=CN12,0.95
S3374,O=C1C=CN2C=CN=CN12,0.95
S338,c1cc2ncncn2c1,1.0
S3388,O=C1OC=CN2N1C=CC2=O,0.96
S339,c1cc2cncnn2c1,0.99
S3394,O=C1SC=CN2N1C=CC2=O,0.93
S3395,O=C1N=NC2=C1OC=CO2,0.94
S34,c1nnns1,0.94
S340,c1cc2nnncc2[nH]1,0.98
S341,c1cc2cnnnc2[nH]1,1.0
S342,c1cc2nnncn2c1,0.97
S343,c1cc2cnnnn2c1,0.99
S3432,O=C1NN=CN2N1C=CC2=O,0.95
S344,O=C1NN=Cc2[nH]ccc12,0.99
S3440,O=C1C=CN2C=NN=CN12,0.56
S3447,O=C1ON=CN2N1C=CC2=O,0.9
S345,O=C1NN=Cc2cc[nH]c12,0.98
S3451,O=C1SN=CN2N1C=CC2=O,0.95
S346,O=C1NN=Cn2cccc12,1.0
S347,O=C1NN=Cc2cccn12,0.99
S348,O=C1NN=C2C=CNC2=C1,0.96
S349,O=C1NN=C2NC=CC2=C1,0.96
S350,O=C1Nc2cc[nH]c2C=N1,0.98
S351,O=C1Nc2[nH]ccc2C=N1,0.94
S352,O=C1Nc2cccn2C=N1,1.0
S353,O=C1Nn2cccc2C=N1,0.95
S3532,c1[nH]cc2snnc12,0.94
S3533,o1cc2nnsc2c1,0.93
S3534,c1scc2snnc12,0.97
S3535,c1[nH]nc2snnc12,0.94
S3536,c1[nH]nc2nnsc12,0.92
S3537,o1cc2nnsc2n1,0.92
S3538,o1cc2snnc2n1,0.93
S3539,c1snc2snnc12,0.9
S354,O=C1NC=C2NC=CC2=N1,0.94
S3540,c1snc2nnsc12,0.9
S3541,n1nc2n[nH]nc2s1,0.95
S3542,n1nc2nnsc2s1,0.93
S3543,n1nc2snnc2s1,0.92
S3545,o1nc2nnsc2n1,0.92
S3546,n1nc2nsnc2s1,0.92
S3547,O=C1Nc2nnsc2N1,0.94
S3549,O=C1Nc2snnc2O1,0.94
S355,O=C1NC=C2C=CNC2=N1,0.94
S356,O=C1ON=Cc2[nH]ccc12,0.94
S3560,O=C1NC(=O)N2C=CSN12,0.92
S3567,c1ccc2snnc2c1,0.96
S3568,c1cc2snnc2cn1,0.98
S3569,c1cc2nnsc2cn1,0.98
S357,O=C1ON=Cc2cc[nH]c12,0.81
S3570,c1cnc2snnc2c1,0.94
S3571,c1cnc2nnsc2c1,0.99
S3572,c1cc2snnc2nn1,0.91
S3573,c1cc2nnsc2nn1,0.92
S3574,c1nncc2snnc12,0.93
S3575,O=C1NC=Cc2snnc12,0.97
S3576,O=C1NC=Cc2nnsc12,0.96
S3577,O=C1Nc2snnc2C=C1,0.94
S3578,O=C1Nc2nnsc2C=C1,0.96
S358,O=C1ON=Cn2cccc12,0.54
S3581,O=C1OC=Cc2snnc12,0.85
S3584,O=C1Oc2nnsc2C=C1,0.88
S3587,O=C1SC=Cc2snnc12,0.76
S359,O=C1ON=Cc2cccn12,0.62
S3593,c1ncc2snnc2n1,0.98
S3594,c1ncc2nnsc2n1,0.94
S3595,c1nnnc2nnsc12,0.9
S3596,c1nnnc2snnc12,0.92
S3597,O=C1NN=Cc2snnc12,0.96
S3598,O=C1NN=Cc2nnsc12,0.97
S3599,O=C1NN=C2N=NSC2=C1,0.96
S36,O=C1NN=CO1,0.9
S360,O=C1ON=C2C=CNC2=C1,0.92
S3600,O=C1NN=C2SN=NC2=C1,0.96
S3601,O=C1Nc2nnsc2C=N1,0.92
S3602,O=C1Nc2snnc2C=N1,0.94
S3609,O=C1Oc2nnsc2C=N1,0.62
S361,O=C1ON=C2NC=CC2=C1,0.93
S3613,O=C1SN=Cc2snnc12,0.61
S362,O=C1Oc2cc[nH]c2C=N1,0.55
S3621,O=C1Nc2snnc2N=C1,0.94
S3622,O=C1Nc2nnsc2N=C1,0.95
S3623,O=C1Nc2snnc2N=N1,0.94
S3625,O=C1NC(=O)c2nnsc2N1,0.94
S3626,O=C1NC(=O)c2snnc2N1,0.99
S3627,O=C1Nc2nnsc2NC1=O,0.94
S3628,O=C1Nc2snnc2C(=O)O1,0.94
S3629,O=C1Nc2nnsc2C(=O)O1,0.68
S363,O=C1Oc2[nH]ccc2C=N1,0.56
S3630,O=C1Nc2snnc2OC1=O,0.94
S3632,O=C1Nc2snnc2C(=O)S1,0.94
S3633,O=C1Nc2nnsc2C(=O)S1,0.78
S3636,O=C1C=CNc2nnsc12,0.9
S3637,O=C1C=CNc2snnc12,0.94
S3638,O=C1N=CNc2nnsc12,0.9
S3639,O=C1N=CNc2snnc12,0.94
S364,O=C1Oc2cccn2C=N1,0.91
S3640,c1cnc2snnc2n1,0.94
S3641,c1nnc2snnc2n1,0.94
S3642,c1nnc2nnsc2n1,0.94
S3643,O=C1NC=Nc2nnsc12,0.97
S3644,O=C1NC=Nc2snnc12,0.97
S3646,O=C1Oc2nnsc2N=C1,0.54
S3648,O=C1OC=Nc2snnc12,0.82
S3652,O=C1SC=Nc2snnc12,0.89
S3653,n1nnc2snnc2n1,0.92
S366,O=C1OC=C2NC=CC2=N1,0.92
S3660,O=C1NN=Nc2snnc12,0.96
S3661,O=C1NN=Nc2nnsc12,0.71
S367,O=C1OC=C2C=CNC2=N1,0.93
S3679,O=C1C=NNc2snnc12,0.94
S3687,O=C1N=NNc2snnc12,0.94
S3694,O=C1NC(=O)c2snnc2O1,0.77
S37,O=C1NN=CS1,0.95
S370,O=C1SN=Cn2cccc12,0.91
S3741,O=C1Sc2nnsc2S1,0.93
S375,O=C1Sc2[nH]ccc2C=N1,0.9
S376,O=C1Sc2cccn2C=N1,0.91
S3771,O=C1C=C2C(=O)NC(=O)C2=C1,0.55
S3772,O=C1NC(=O)C2=NC(=O)C=C12,0.54
S3773,O=C1NC(=O)C2=C1C(=O)NC2=O,0.93
S3775,O=C1NC(=O)C2=C1C(=O)OC2=O,0.52
S3777,O=C1NC(=O)C2=C1C(=O)SC2=O,0.78
S3779,O=C1N=C2C(=O)NC(=O)C2=N1,0.93
S3781,O=C1NC(=O)C2=CC(=O)C(=O)C=C12,0.55
S3783,O=C1NC(=O)C2=NC(=O)C(=O)C=C12,0.52
S3785,O=C1NC(=O)C2=C1NC=CN2,0.91
S3787,O=C1NC(=O)C2=C1NC=CS2,0.9
S3788,O=C1NC(=O)C2=C1NC=NN2,0.91
S3789,O=C1NC(=O)C2=C1NC=NO2,0.58
S3790,O=C1NC(=O)C2=C1NC=NS2,0.9
S3792,O=C1NC(=O)C2=NC(=O)C(=O)N=C12,0.91
S3796,O=C1NC(=O)C2=C1NN=CO2,0.78
S3797,O=C1NC(=O)C2=C1OC=NO2,0.55
S3799,O=C1NC(=O)C2=C1C(=O)C=CC2=O,0.93
S38,O=C1NN=NN1,0.86
S380,O=C1Nc2[nH]ccc2N=C1,0.94
S3800,O=C1NC(=O)C2=C1C(=O)C=NC2=O,0.88
S3807,O=C1NC(=O)C2=C1SC=CS2,0.9
S3808,O=C1NC(=O)C2=C1NN=CS2,0.78
S381,O=C1Nc2cc[nH]c2N=C1,0.94
S3811,O=C1NC(=O)C2=C1NN=NN2,0.53
S382,O=C1Nn2cccc2N=C1,0.95
S383,O=C1Nc2cccn2N=C1,0.99
S384,O=C1Nc2[nH]ccc2N=N1,0.94
S385,O=C1Nc2cc[nH]c2N=N1,0.94
S386,O=C1Nn2cccc2N=N1,0.95
S388,O=C1NC(=O)c2cc[nH]c2N1,0.94
S389,O=C1NC(=O)c2[nH]ccc2N1,0.94
S39,O=C1NN=NO1,0.83
S390,O=C1NC(=O)c2cccn2N1,0.95
S391,O=C1NC(=O)n2cccc2N1,0.96
S392,O=C1Nc2cc[nH]c2NC1=O,0.94
S393,O=C1Nc2cccn2NC1=O,0.95
S394,O=C1Nc2[nH]ccc2C(=O)O1,0.93
S395,O=C1Nc2cc[nH]c2C(=O)O1,0.93
S396,O=C1Nn2cccc2C(=O)O1,0.95
S3972,O=C1OC(=O)C2=C1C(=O)OC2=O,0.86
S3977,O=C1OC(=O)C2=C1C=CC(=O)C2=O,0.75
S398,O=C1Nc2[nH]ccc2OC1=O,0.94
S3985,O=C1OC(=O)C2=C1NC=NN2,0.75
S399,O=C1Nc2cc[nH]c2OC1=O,0.94
S3996,O=C1OC(=O)C2=C1C(=O)C=CC2=O,0.85
S4,c1cn[nH]c1,1.0
S40,O=C1NN=NS1,0.86
S400,O=C1Nn2cccc2OC1=O,0.95
S4000,O=C1OC(=O)C2=C(C(=O)OC2=O)C1=O,0.76
S402,O=C1Nc2[nH]ccc2C(=O)S1,0.53
S403,O=C1Nc2cc[nH]c2C(=O)S1,0.53
S404,O=C1Nn2cccc2C(=O)S1,0.95
S406,O=C1Nc2[nH]ccc2SC1=O,0.53
S407,O=C1Nc2cc[nH]c2SC1=O,0.53
S408,O=C1Nn2cccc2SC1=O,0.95
S4087,O=C1C(=O)c2c[nH]cc2C1=O,0.9
S4088,O=C1C(=O)c2cocc2C1=O,0.92
S4089,O=C1C(=O)c2cscc2C1=O,0.94
S4090,O=C1C(=O)c2c[nH]nc2C1=O,0.91
S4092,O=C1C(=O)c2csnc2C1=O,0.93
S4093,O=C1C(=O)c2n[nH]nc2C1=O,0.96
S4094,O=C1C(=O)C2=C(C(=O)C(=O)C2=O)C1=O,0.93
S4095,O=C1C(=O)c2nonc2C1=O,0.87
S4096,O=C1C(=O)c2nsnc2C1=O,0.87
S41,n1nn[nH]n1,0.96
S410,O=C1C=CNc2cc[nH]c12,1.0
S4100,O=C1C(=O)c2ccccc2C1=O,0.98
S4101,O=C1C(=O)c2ccncc2C1=O,0.84
S4102,O=C1C(=O)c2cccnc2C1=O,0.98
S4109,O=C1OC2=C(C=C1)C(=O)C(=O)C2=O,0.79
S411,O=C1C=CNc2[nH]ccc12,1.0
S4110,O=C1OC=C2C(=O)C(=O)C(=O)C2=C1,0.9
S4111,O=C1SC=CC2=C1C(=O)C(=O)C2=O,0.77
S4114,O=C1C(=O)c2cncnc2C1=O,0.84
S412,O=C1C=CNc2cccn12,1.0
S413,O=C1C=CNn2cccc12,0.95
S4138,O=C1C(=O)c2nccnc2C1=O,0.97
S4139,O=C1C(=O)c2ncnnc2C1=O,0.95
S414,O=C1N=CNc2cc[nH]c12,1.0
S4145,O=C1C(=O)c2nnnnc2C1=O,0.86
S415,O=C1N=CNc2[nH]ccc12,1.0
S4156,O=C1C=CSC2=C1C(=O)C(=O)C2=O,0.85
S4159,O=C1C=NSC2=C1C(=O)C(=O)C2=O,0.65
S416,O=C1N=CNc2cccn12,0.96
S4164,O=C1C(=O)C(=O)C2=C(C(=O)C(=O)C2=O)C1=O,0.93
S417,O=C1N=CNn2cccc12,0.95
S4173,O=C1SC2=C(S1)C(=O)C(=O)C2=O,0.92
S4179,O=C1SC(=O)C2=C1C(=O)SC2=O,0.53
S418,c1cnc2[nH]ccc2n1,0.98
S4182,O=C1SC(=O)C2=C1C=CC(=O)C2=O,0.53
S419,c1cc2nccnn2c1,1.0
S4190,O=C1SC(=O)C2=C1NC=NN2,0.75
S42,o1nnnn1,0.91
S420,c1nnc2[nH]ccc2n1,0.98
S4201,O=C1SC(=O)C2=C1C(=O)C=CC2=O,0.53
S4207,O=C1SC(=O)C2=C(C(=O)SC2=O)C1=O,0.53
S421,c1nnc2cc[nH]c2n1,0.98
S422,c1cc2ncnnn2c1,0.94
S423,c1cc2nncnn2c1,0.99
S424,O=C1NC=Nc2cc[nH]c12,1.0
S425,O=C1NC=Nc2[nH]ccc12,1.0
S426,O=C1NC=Nc2cccn12,0.99
S427,O=C1NC=Nn2cccc12,0.99
S428,O=C1Oc2[nH]ccc2N=C1,0.86
S4289,O=C1NC=C2C=CNN12,0.76
S429,O=C1Oc2cc[nH]c2N=C1,0.86
S4290,O=C1NC=C2NC=CN12,0.95
S4291,O=C1Nc2c[nH]cc2N1,0.94
S4292,O=C1NC=C2C=CON12,0.75
S4294,O=C1Nc2cocc2N1,0.93
S4297,O=C1Nc2cscc2N1,0.98
S4298,O=C1NC=C2C=NNN12,0.56
S4299,O=C1NC=C2NN=CN12,0.86
S43,n1nnsn1,0.93
S4300,O=C1Nc2c[nH]nc2N1,0.95
S4302,O=C1NC=C2ON=CN12,0.8
S4303,O=C1Nc2conc2N1,0.92
S4306,O=C1Nc2csnc2N1,0.92
S4308,O=C1NC=C2NC=NN12,0.94
S431,O=C1Oc2cccn2N=C1,0.77
S4310,O=C1NC=C2OC=NN12,0.94
S4312,O=C1NC=C2SC=NN12,0.94
S4314,O=C1NC=C2NN=NN12,0.94
S4315,O=C1Nc2n[nH]nc2N1,0.96
S432,O=C1OC=Nc2cc[nH]c12,0.97
S4321,O=C1Nc2nonc2N1,0.95
S4322,O=C1Nc2nsnc2N1,0.95
S4323,O=C1NC2=C(NC(=O)N2)N1,0.95
S4324,O=C1NN2C(=O)NC=C2N1,0.99
S4325,O=C1NC2=C(N1)OC(=O)N2,0.91
S433,O=C1OC=Nc2[nH]ccc12,0.96
S4331,O=C1Nc2ccccc2N1,0.95
S4332,O=C1NC=C2C=CC=CN12,0.96
S4333,O=C1Nc2ccncc2N1,0.99
S4334,O=C1Nc2cccnc2N1,0.99
S4335,O=C1NC=C2C=NC=CN12,0.71
S4336,O=C1NC=C2C=CN=CN12,0.95
S4337,O=C1NC=C2C=CC=NN12,0.94
S4339,O=C1Nc2ccnnc2N1,0.93
S434,O=C1OC=Nc2cccn12,0.79
S4341,O=C1NC=C2C=CN=NN12,0.93
S4342,O=C1Nc2cnncc2N1,0.93
S4343,O=C1NC=C2C=NN=CN12,0.83
S4344,O=C1NC2=C(N1)C(=O)NC=C2,0.99
S4345,O=C1NC2=C(N1)C=CC(=O)N2,0.96
S4346,O=C1NC=C2N1C=CNC2=O,0.96
S4347,O=C1NC=CC2=CNC(=O)N12,0.91
S4348,O=C1NN2C(=O)NC=C2C=C1,0.94
S4349,O=C1NC2=CNC(=O)N2C=C1,0.94
S435,O=C1OC=Nn2cccc12,0.77
S4350,O=C1NC2=CNC(=O)C=C2N1,0.92
S4351,O=C1NC2=C(N1)C(=O)OC=C2,0.88
S4352,O=C1NC2=C(N1)C=CC(=O)O2,0.82
S4353,O=C1NC=C2N1C=COC2=O,0.95
S4357,O=C1NC2=COC(=O)C=C2N1,0.76
S4358,O=C1NC2=C(N1)C(=O)SC=C2,0.92
S436,O=C1Sc2[nH]ccc2N=C1,0.92
S4360,O=C1NC=C2N1C=CSC2=O,0.88
S4365,O=C1Nc2cncnc2N1,0.99
S4367,O=C1NC=C2C=NC=NN12,0.94
S4368,O=C1Nc2cnnnc2N1,0.92
S4371,O=C1NC2=C(N1)C(=O)NN=C2,0.96
S4372,O=C1NC=C2N1C=NNC2=O,0.92
S4373,O=C1NC=C2C=NNC(=O)N12,0.85
S4374,O=C1NC2=CC(=O)NN=C2N1,0.89
S4375,O=C1NC2=C(N1)C=NC(=O)N2,0.94
S4376,O=C1NC2=CNC(=O)N2C=N1,0.9
S4377,O=C1NN2C(=O)NC=C2C=N1,0.61
S4378,O=C1NC2=CNC(=O)N=C2N1,0.99
S4379,O=C1NC2=C(N1)C(=O)ON=C2,0.75
S4380,O=C1NC=C2N1C=NOC2=O,0.75
S439,O=C1Sc2cccn2N=C1,0.77
S4395,O=C1NC2=C(N1)N=CC(=O)N2,0.95
S4397,O=C1NC2=CNC(=O)N2N=C1,0.94
S4398,O=C1NC2=C(N1)N=NC(=O)N2,0.95
S440,O=C1SC=Nc2cc[nH]c12,0.55
S4401,O=C1NC(=O)C2=C(NC(=O)N2)N1,0.99
S4402,O=C1NN2C(=O)NC=C2C(=O)N1,0.99
S4403,O=C1NC(=O)N2C(=O)NC=C2N1,0.99
S4404,O=C1NC2=C(N1)NC(=O)C(=O)N2,0.99
S4405,O=C1NC=C2NC(=O)C(=O)NN12,0.91
S4406,O=C1NC2=C(N1)C(=O)OC(=O)N2,0.72
S441,O=C1SC=Nc2[nH]ccc12,0.96
S4412,O=C1NC2=C(N1)C(=O)SC(=O)N2,0.93
S4418,O=C1NC2=C(N1)C(=O)C=CN2,0.99
S4419,O=C1NC=C2NC=CC(=O)N12,0.92
S4420,O=C1NC=C2N1NC=CC2=O,0.71
S4421,O=C1NC2=C(N1)C(=O)N=CN2,0.99
S4422,O=C1NC=C2NC=NC(=O)N12,0.81
S4423,O=C1NC=C2N1NC=NC2=O,0.65
S4424,O=C1Nc2nccnc2N1,0.98
S4426,O=C1Nc2ncnnc2N1,0.96
S4429,O=C1NC2=C(N1)C(=O)NC=N2,0.99
S443,O=C1SC=Nn2cccc12,0.77
S4431,O=C1NC=C2N1N=CNC2=O,0.75
S4435,O=C1NC2=C(N1)C(=O)OC=N2,0.84
S444,c1cc2nnnnc2[nH]1,0.96
S4441,O=C1NC2=C(N1)C(=O)SC=N2,0.92
S4444,O=C1Nc2nnnnc2N1,0.95
