regid,smiles,Pgood
S13633,O=C1C=CN2N=CNC(=O)C2=C1,0.92
S13635,O=C1OC2=C(N=C1)C(=O)C=CN2,0.95
S13637,O=C1OC2=CC(=O)C=CN2N=C1,0.86
S13638,O=C1OC=NC2=C1C(=O)C=CN2,0.82
S13639,O=C1OC=NC2=C1NC=CC2=O,0.82
S1364,O=C1Nc2oncc2N1,0.87
S13640,O=C1C=CN2C(=O)OC=NC2=C1,0.87
S13641,O=C1C=CN2N=COC(=O)C2=C1,0.86
S13645,O=C1SC2=CC(=O)C=CN2N=C1,0.86
S13648,O=C1C=CN2C(=O)SC=NC2=C1,0.9
S13649,O=C1C=CN2N=CSC(=O)C2=C1,0.86
S1365,O=C1Nc2cnoc2O1,0.73
S13650,O=C1C=CNc2nnnnc12,0.73
S13652,O=C1NN=C2NC=CC(=O)C2=N1,0.71
S13653,O=C1NN=C2C(=N1)NC=CC2=O,0.71
S13658,O=C1NN=NC2=C1NC=CC2=O,0.57
S13659,O=C1NN=NC2=C1C(=O)C=CN2,0.69
S1366,O=C1Nc2oncc2O1,0.8
S13666,O=C1OC2=C(N=N1)C(=O)C=CN2,0.62
S13678,O=C1C=CNC2=C1C(=O)C=CO2,0.67
S1368,O=C1Nc2oncc2S1,0.87
S13689,O=C1C=CN2C(=C1)SC=CC2=O,0.95
S1369,o1ncc2ccccc12,1.0
S13691,O=C1C=CNC2=C1NN=CC2=O,0.52
S1370,o1ncc2cnccc12,1.0
S13700,O=C1C=CN2C(=C1)SN=CC2=O,0.95
S13704,O=C1C=CN2C(=C1)SC=NC2=O,0.88
S1371,o1ncc2ccncc12,1.0
S13710,O=C1C=CNC2=C1C(=O)N=NO2,0.51
S1372,o1ncc2cccnc12,0.99
S13720,O=C1NC(=O)C2=C(NC=CC2=O)O1,0.74
S13722,O=C1NC(=O)N2C=CC(=O)C=C2O1,0.85
S13725,O=C1NC(=O)C2=C(S1)C(=O)C=CN2,0.9
S13726,O=C1NC(=O)N2C=CC(=O)C=C2S1,0.53
S1373,o1ncc2ncccc12,0.95
S1374,o1ncc2nnccc12,0.94
S1375,o1ncc2ccnnc12,0.98
S13758,O=C1SC(=O)N2C=CC(=O)C=C2S1,0.82
S1376,o1ncc2cnncc12,1.0
S13760,O=C1C=CC2=CSC=CN12,0.95
S13762,O=C1C=C2NC=CSC2=C1,0.86
S13763,O=C1N=CC2=CSC=CN12,0.95
S13765,O=C1C=C2NC=CSC2=N1,0.92
S13766,O=C1C=C2SC=CNC2=N1,0.92
S13767,O=C1C=NC2=CSC=CN12,0.95
S13769,O=C1N=NC2=CSC=CN12,0.95
S1377,O=C1NC=Cc2oncc12,0.96
S1378,O=C1NC=Cc2cnoc12,0.94
S13780,O=C1N=C2NC=CSC2=N1,0.92
S13783,O=C1C=C2NC=CSC2=CC1=O,0.92
S13786,O=C1C=C2SC=CNC2=NC1=O,0.92
S13787,O=C1C=C2NC=CSC2=NC1=O,0.92
S1379,O=C1Nc2oncc2C=C1,0.87
S1380,O=C1Nc2cnoc2C=C1,0.96
S1381,O=C1NC=C2C=NOC2=C1,0.82
S13813,O=C1N=C2NC=CSC2=NC1=O,0.92
S1382,O=C1NC=C2ON=CC2=C1,0.82
S1383,O=C1OC=Cc2oncc12,0.9
S1384,O=C1OC=Cc2cnoc12,0.96
S1385,O=C1Oc2oncc2C=C1,0.88
S1386,O=C1Oc2cnoc2C=C1,0.9
S1389,O=C1SC=Cc2oncc12,0.9
S13900,O=C1C=CN2C=CNN=C12,0.71
S13902,O=C1C=C2NC=NNC2=C1,0.8
S13906,O=C1N=CN2N=CNC=C12,0.91
S13907,O=C1N=CN2C=CNN=C12,0.71
S13909,O=C1C=C2NC=NNC2=N1,0.86
S13910,O=C1C=C2NN=CNC2=N1,0.86
S13914,O=C1C=NN2N=CNC=C12,0.62
S1392,O=C1Sc2cnoc2C=C1,0.9
S1395,o1ncc2ncncc12,0.95
S13950,O=C1N=C2NC=NNC2=N1,0.86
S13957,O=C1C=C2NC=NNC2=CC1=O,0.62
S13958,O=C1N=CN2N=CNC=C2C1=O,0.91
S1396,o1ncc2cncnc12,1.0
S1397,o1ncc2nnncc12,0.94
S13973,N1C=CN2NC=CNC2=N1,0.74
S13974,N1C=C2NC=CNN2C=N1,0.7
S1398,o1ncc2cnnnc12,0.98
S13985,N1C=CN2NC=CSC2=N1,0.71
S1399,O=C1NN=Cc2oncc12,0.96
S13990,N1C=CN2NN=CNC2=N1,0.75
S13991,N1C=C2NC=NNN2C=N1,0.71
S13993,N1C=CN2NC=NNC2=N1,0.71
S13994,N1C=C2NN=CNN2C=N1,0.88
S14,O=C1C=CC(=O)C1=O,0.95
S1400,O=C1NN=Cc2cnoc12,0.98
S14016,O=C1C=NN2N=CNC=C2C1=O,0.62
S14028,N1C=NNC2=C1OC=CO2,0.86
S1403,O=C1Nc2cnoc2C=N1,0.96
S1404,O=C1Nc2oncc2C=N1,0.87
S14064,O=C1C=CC(=O)C2=C1NC=NN2,0.52
S1411,O=C1Oc2cnoc2C=N1,0.89
S14127,N1C=CN2NN=CSC2=N1,0.71
S1415,O=C1SN=Cc2oncc12,0.89
S14150,N1C=CN2NN=NNC2=N1,0.71
S14151,N1C=C2NN=NNN2C=N1,0.88
S1416,O=C1SN=Cc2cnoc12,0.61
S14166,N1C=CN2NN=NSC2=N1,0.71
S14168,N1C=NNC2=C1ON=NO2,0.86
S14188,O=C1C=C2NC=NOC2=C1,0.81
S1419,O=C1Sc2cnoc2C=N1,0.89
S142,O=C1C=NSC=N1,0.97
S14226,O=C1C=C2NC=NOC2=CC1=O,0.74
S1423,O=C1Nc2oncc2N=C1,0.87
S1424,O=C1Nc2cnoc2N=C1,0.93
S1425,O=C1Nc2oncc2N=N1,0.87
S14251,N1C=NOC2=C1NC=NO2,0.75
S1427,O=C1NC(=O)c2cnoc2N1,0.87
S1428,O=C1NC(=O)c2oncc2N1,0.96
S1429,O=C1Nc2oncc2NC1=O,0.87
S14298,N1C=NOC2=C1SN=CO2,0.65
S1430,O=C1Nc2oncc2C(=O)O1,0.8
S1431,O=C1Nc2cnoc2C(=O)O1,0.71
S1432,O=C1Nc2oncc2OC1=O,0.8
S1434,O=C1Nc2oncc2C(=O)S1,0.87
S1435,O=C1Nc2cnoc2C(=O)S1,0.79
S14354,N1C=NOC2=C1SC=NO2,0.65
S1436,O=C1Nc2oncc2SC1=O,0.87
S1438,O=C1C=CNc2cnoc12,0.81
S14385,N1C=NOC2=C1SN=NO2,0.65
S1439,O=C1C=CNc2oncc12,0.95
S14393,O=C1C=CN2NC=CC2=N1,0.93
S14395,O=C1C=CN2C=CNC2=N1,0.97
S14396,O=C1C=C2NC=CN2C=N1,0.94
S14397,O=C1N=CNc2c[nH]cc12,1.0
S1440,O=C1N=CNc2cnoc12,0.81
S14400,O=C1C=CN2C=COC2=N1,0.96
S14402,O=C1N=CNc2cocc12,0.95
S14405,O=C1C=CN2C=CSC2=N1,0.93
S14406,O=C1C=C2SC=CN2C=N1,0.95
S14407,O=C1N=CNc2cscc12,0.99
S14408,O=C1C=CN2NN=CC2=N1,0.9
S1441,O=C1N=CNc2oncc12,0.95
S14410,O=C1C=CN2C=NNC2=N1,0.95
S14412,O=C1N=CNc2c[nH]nc12,1.0
S14413,O=C1N=CNc2n[nH]cc12,1.0
S14418,O=C1N=CNc2conc12,0.88
S14419,O=C1N=CNc2nocc12,0.98
S1442,o1ncc2nccnc12,0.95
S14422,O=C1C=CN2C=NSC2=N1,0.97
S14424,O=C1N=CNc2csnc12,0.89
S14425,O=C1N=CNc2nscc12,0.89
S14426,O=C1C=CN2NC=NC2=N1,0.96
S14428,O=C1C=CN2N=CNC2=N1,0.93
S14429,O=C1C=C2NC=NN2C=N1,0.91
S1443,o1ncc2ncnnc12,0.94
S14432,O=C1C=CN2N=COC2=N1,0.94
S14433,O=C1C=C2OC=NN2C=N1,0.91
S14436,O=C1C=CN2N=CSC2=N1,0.95
S14437,O=C1C=C2SC=NN2C=N1,0.91
S14438,O=C1C=CN2NN=NC2=N1,0.9
S1444,o1ncc2nncnc12,0.94
S14442,O=C1N=CNc2n[nH]nc12,1.0
S1445,O=C1NC=Nc2cnoc12,0.96
S14453,O=C1N=CNc2nonc12,0.97
S14454,O=C1N=CNc2nsnc12,0.97
S14455,O=C1NN2C=CC(=O)N=C2N1,0.92
S14456,O=C1NN2C=NC(=O)C=C2N1,0.53
S1446,O=C1NC=Nc2oncc12,0.98
S14465,O=C1C=CN2C=CC=CC2=N1,0.98
S14466,O=C1C=C2C=CC=CN2C=N1,0.56
S14467,O=C1C=CN2C=CN=CC2=N1,0.92
S14468,O=C1C=C2C=NC=CN2C=N1,0.56
S14469,O=C1C=CN2C=NC=CC2=N1,0.97
S1447,O=C1Oc2oncc2N=C1,0.52
S14470,O=C1C=C2C=CN=CN2C=N1,0.56
S14471,O=C1C=CN2N=CC=CC2=N1,0.95
S14472,O=C1C=C2C=CC=NN2C=N1,0.91
S14473,O=C1C=CN2C=CC=NC2=N1,0.95
S14474,O=C1C=C2N=CC=CN2C=N1,0.56
S14479,O=C1C=CN2C=NN=CC2=N1,0.6
S1448,O=C1Oc2cnoc2N=C1,0.95
S14481,O=C1NC=CN2C=CC(=O)N=C12,0.96
S14482,O=C1NC=CN2C=NC(=O)C=C12,0.95
S14483,O=C1NC=CC2=NC(=O)C=CN12,0.96
S14484,O=C1NC=CC2=CC(=O)N=CN12,0.74
S14485,O=C1NN2C=CC(=O)N=C2C=C1,0.92
S14487,O=C1NC2=NC(=O)C=CN2C=C1,0.96
S14488,O=C1NC2=CC(=O)N=CN2C=C1,0.95
S14489,O=C1NC=C2NC=NC(=O)C2=C1,0.94
S1449,O=C1OC=Nc2cnoc12,0.93
S14490,O=C1NC=C2C(=C1)NC=NC2=O,0.94
S14493,O=C1OC=CC2=NC(=O)C=CN12,0.96
S14494,O=C1OC=CC2=CC(=O)N=CN12,0.87
S14497,O=C1OC2=NC(=O)C=CN2C=C1,0.88
S14499,O=C1OC=C2NC=NC(=O)C2=C1,0.92
S145,O=C1NC=NC(=O)N1,0.99
S1450,O=C1OC=Nc2oncc12,0.98
S14500,O=C1OC=C2C(=C1)NC=NC2=O,0.92
S14503,O=C1SC=CC2=NC(=O)C=CN12,0.95
S14504,O=C1SC=CC2=CC(=O)N=CN12,0.95
S14507,O=C1SC2=NC(=O)C=CN2C=C1,0.97
S14511,O=C1C=CN2C=NC=NC2=N1,0.95
S14512,O=C1C=C2N=CN=CN2C=N1,0.56
S14513,O=C1C=CN2N=CN=CC2=N1,0.91
S14514,O=C1C=C2C=NC=NN2C=N1,0.85
S14519,O=C1C=CN2C=NNC(=O)C2=N1,0.97
S1452,O=C1Sc2cnoc2N=C1,0.94
S14521,O=C1NN=CC2=NC(=O)C=CN12,0.96
S14525,O=C1NC2=NC(=O)C=CN2C=N1,0.82
S14529,O=C1NC=C2C(=N1)NC=NC2=O,0.97
S1453,O=C1SC=Nc2cnoc12,0.58
S14535,O=C1ON=C2NC=NC(=O)C2=C1,0.93
S14537,O=C1OC2=NC(=O)C=CN2C=N1,0.62
S1454,O=C1SC=Nc2oncc12,0.97
S14545,O=C1SN=CC2=NC(=O)C=CN12,0.88
S14549,O=C1SC2=NC(=O)C=CN2C=N1,0.6
S1455,o1ncc2nnnnc12,0.94
S14555,O=C1NN2C=CC(=O)N=C2N=C1,0.92
S14565,O=C1NC(=O)N2C=CC(=O)N=C2N1,0.95
S14566,O=C1NC(=O)N2C=NC(=O)C=C2N1,0.55
S14567,O=C1NN2C=CC(=O)N=C2NC1=O,0.91
S14585,O=C1C=CN2C(=O)C=CNC2=N1,0.97
S14586,O=C1C=C2NC=CC(=O)N2C=N1,0.87
S14590,O=C1N=CNC2=C1NC=NC2=O,0.9
S14591,O=C1C=CN2C(=N1)NC=NC2=O,0.86
S14592,O=C1C=C2NC=NC(=O)N2C=N1,0.9
S14595,O=C1N=CNc2nccnc12,0.99
S14596,O=C1C=CN2N=CC=NC2=N1,0.91
S14597,O=C1C=C2N=CC=NN2C=N1,0.91
S14598,O=C1N=CNc2ncnnc12,0.98
S14599,O=C1N=CNc2nncnc12,0.98
S146,O=C1NC(=O)N=CO1,0.88
S14602,O=C1C=CN2N=CN=NC2=N1,0.93
S14603,O=C1C=C2N=NC=NN2C=N1,0.89
S14604,O=C1NC=NC2=C1C(=O)N=CN2,0.95
S14605,O=C1NC=NC2=C1NC=NC2=O,0.95
S14606,O=C1NC=NC2=NC(=O)C=CN12,0.75
S14609,O=C1C=C2N(C=N1)N=CNC2=O,0.91
S14611,O=C1OC2=C(N=C1)C(=O)N=CN2,0.95
S14614,O=C1OC2=NC(=O)C=CN2N=C1,0.94
S14615,O=C1OC2=CC(=O)N=CN2N=C1,0.89
S14618,O=C1OC=NC2=NC(=O)C=CN12,0.87
S14619,O=C1OC=NC2=CC(=O)N=CN12,0.87
S1462,O=C1NN=Nc2oncc12,0.96
S14621,O=C1C=C2N(C=N1)N=COC2=O,0.91
S14626,O=C1SC2=NC(=O)C=CN2N=C1,0.94
S14627,O=C1SC2=CC(=O)N=CN2N=C1,0.89
S1463,O=C1NN=Nc2cnoc12,0.97
S14630,O=C1SC=NC2=NC(=O)C=CN12,0.94
S14631,O=C1SC=NC2=CC(=O)N=CN12,0.53
S14633,O=C1C=C2N(C=N1)N=CSC2=O,0.91
S14634,O=C1N=CNc2nnnnc12,0.74
S14647,O=C1NN=NC2=NC(=O)C=CN12,0.96
S14655,O=C1OC2=C(N=N1)C(=O)N=CN2,0.61
S14675,O=C1C=CN2C(=O)C=COC2=N1,0.96
S1468,O=C1SN=Nc2oncc12,0.97
S14681,O=C1C=CN2C(=N1)OC=NC2=O,0.88
S14689,O=C1C=CN2C(=O)C=CSC2=N1,0.95
S14690,O=C1C=C2SC=CC(=O)N2C=N1,0.95
S14693,O=C1C=CN2C(=O)C=NNC2=N1,0.96
S147,O=C1NC(=O)N=CS1,0.88
S14705,O=C1C=CN2C(=O)C=NSC2=N1,0.97
S14711,O=C1C=CN2C(=N1)SC=NC2=O,0.73
S14717,O=C1C=CN2C(=N1)NN=NC2=O,0.96
S1472,O=C1C=COc2cnoc12,0.96
S1473,O=C1C=COc2oncc12,0.69
S14736,O=C1NC(=O)C2=C(NC=NC2=O)O1,0.75
S14738,O=C1NC(=O)N2C=CC(=O)N=C2O1,0.85
S14739,O=C1NC(=O)N2C=NC(=O)C=C2O1,0.67
S1474,O=C1N=COc2cnoc12,0.81
S14743,O=C1NC(=O)C2=C(S1)C(=O)N=CN2,0.94
S14744,O=C1NC(=O)N2C=CC(=O)N=C2S1,0.91
S1475,O=C1N=COc2oncc12,0.69
S14762,O=C1OC(=O)N2C=CC(=O)N=C2O1,0.81
S1477,O=C1C=CSc2cnoc12,0.6
S14774,O=C1OC2=NC(=O)C=CN2C(=O)S1,0.61
S1479,O=C1C=NNc2oncc12,0.95
S14792,O=C1SC(=O)N2C=CC(=O)N=C2S1,0.79
S14796,O=C1C=CC2=NSC=CN12,0.95
S14797,O=C1C=CC2=CSN=CN12,0.97
S148,O=C1C=NNN=N1,0.93
S14800,O=C1C=C2NC=NSC2=C1,0.53
S14801,O=C1N=CC2=NSC=CN12,0.95
S14802,O=C1N=CC2=CSN=CN12,0.56
S14805,O=C1C=C2NC=NSC2=N1,0.59
S14806,O=C1C=C2SN=CNC2=N1,0.58
S14807,O=C1C=NC2=NSC=CN12,0.95
S14808,O=C1C=NC2=CSN=CN12,0.59
S14811,O=C1N=NC2=NSC=CN12,0.95
S1482,O=C1C=NSc2cnoc12,0.61
S14833,O=C1N=C2NC=NSC2=N1,0.87
S14838,O=C1C=C2NC=NSC2=CC1=O,0.55
S14843,O=C1C=C2SN=CNC2=NC1=O,0.53
S14844,O=C1C=C2NC=NSC2=NC1=O,0.54
S1487,O=C1N=NNc2oncc12,0.95
S14879,O=C1N=C2NC=NSC2=NC1=O,0.86
S1492,O=C1C(=O)C(=O)c2cnoc2C1=O,0.98
S1493,O=C1NC(=O)c2oncc2O1,0.9
S1494,O=C1NC(=O)c2cnoc2O1,0.81
S1495,O=C1NC(=O)c2oncc2S1,0.91
S1497,O=C1Oc2oncc2O1,0.9
S1499,O=C1Oc2oncc2S1,0.57
S15,o1nccn1,0.94
S1500,O=C1Oc2oncc2OC1=O,0.61
S1501,O=C1OC(=O)c2oncc2O1,0.88
S1502,O=C1OC(=O)c2cnoc2O1,0.77
S15026,N1N=CN2NC=CNC2=N1,0.74
S15031,N1N=CN2NN=CNC2=N1,0.75
S15032,N1N=CN2NC=NNC2=N1,0.95
S1506,O=C1Oc2oncc2C(=O)S1,0.68
S15071,N1N=CN2NN=NNC2=N1,0.86
S1508,O=C1OC(=O)c2oncc2S1,0.53
S151,O=C1NC=NOC1=O,0.8
S15158,O=C1N=CN2C=CNC2=N1,0.94
S15160,O=C1N=CN2C=COC2=N1,0.92
S15162,O=C1N=CN2C=CSC2=N1,0.95
S15164,O=C1N=CN2C=NNC2=N1,0.93
S15168,O=C1N=CN2C=NSC2=N1,0.74
S15170,O=C1N=CN2N=CNC2=N1,0.91
S15172,O=C1N=CN2N=COC2=N1,0.9
S15174,O=C1N=CN2N=CSC2=N1,0.9
S15182,O=C1NN2C=NC(=O)N=C2N1,0.91
S15187,O=C1N=CN2C=CC=CC2=N1,0.94
S15188,O=C1N=CN2C=CN=CC2=N1,0.95
S15189,O=C1N=CN2C=NC=CC2=N1,0.94
S15190,O=C1N=CN2N=CC=CC2=N1,0.9
S15191,O=C1N=CN2C=CC=NC2=N1,0.95
S15195,O=C1NC=CN2C=NC(=O)N=C12,0.95
S15196,O=C1NC=CC2=NC(=O)N=CN12,0.75
S15198,O=C1NC2=NC(=O)N=CN2C=C1,0.95
S152,O=C1NC=NC(=O)O1,0.91
S15200,O=C1OC=CC2=NC(=O)N=CN12,0.87
S15202,O=C1OC2=NC(=O)N=CN2C=C1,0.76
S15204,O=C1SC=CC2=NC(=O)N=CN12,0.95
S15206,O=C1SC2=NC(=O)N=CN2C=C1,0.6
S15207,O=C1N=CN2C=NC=NC2=N1,0.95
S15208,O=C1N=CN2N=CN=CC2=N1,0.84
S15211,O=C1NN=CN2C=NC(=O)N=C12,0.93
S15212,O=C1NN=CC2=NC(=O)N=CN12,0.84
S15213,O=C1NC2=NC(=O)N=CN2C=N1,0.82
S15217,O=C1OC2=NC(=O)N=CN2C=N1,0.62
S1522,O=C1NC(=O)C2=C1C=NC2=O,0.88
S15220,O=C1SN=CC2=NC(=O)N=CN12,0.56
S15221,O=C1SC2=NC(=O)N=CN2C=N1,0.6
S15228,O=C1NC(=O)N2C=NC(=O)N=C2N1,0.94
S15229,O=C1N=CN2NC(=O)C(=O)NC2=N1,0.78
S15238,O=C1C=CNC2=NC(=O)N=CN12,0.87
S15240,O=C1N=CN2C(=N1)NC=NC2=O,0.9
S15242,O=C1N=CN2N=CC=NC2=N1,0.9
S15244,O=C1N=CN2N=CN=NC2=N1,0.88
S15245,O=C1NC=NC2=NC(=O)N=CN12,0.79
S15248,O=C1OC2=NC(=O)N=CN2N=C1,0.88
S15249,O=C1OC=NC2=NC(=O)N=CN12,0.87
S15252,O=C1SC2=NC(=O)N=CN2N=C1,0.88
S15253,O=C1SC=NC2=NC(=O)N=CN12,0.86
S15257,O=C1NN=NC2=NC(=O)N=CN12,0.93
S15266,O=C1C=COC2=NC(=O)N=CN12,0.88
S15268,O=C1N=CN2C(=N1)OC=NC2=O,0.88
S15271,O=C1C=CSC2=NC(=O)N=CN12,0.95
S15272,O=C1N=CN2C(=O)C=NNC2=N1,0.84
S15278,O=C1N=CN2C(=N1)SC=NC2=O,0.67
S15280,O=C1N=CN2C(=N1)NN=NC2=O,0.91
S15287,O=C1NC(=O)N2C=NC(=O)N=C2O1,0.67
S15289,O=C1NC(=O)N2C=NC(=O)N=C2S1,0.79
S15299,O=C1OC2=NC(=O)N=CN2C(=O)S1,0.51
S15307,O=C1C=CC2=NSN=CN12,0.97
S15309,O=C1N=CC2=NSN=CN12,0.56
S15311,O=C1C=NC2=NSN=CN12,0.59
S15384,c1cnc2c[nH]cc2n1,0.99
S15385,o1cc2nccnc2c1,0.93
S15386,c1cnc2cscc2n1,0.97
S15387,c1cnc2n[nH]cc2n1,0.99
S15388,o1cc2nccnc2n1,0.93
S15389,c1cnc2nscc2n1,0.93
S15390,c1cnc2n[nH]nc2n1,0.98
S15391,o1nc2nccnc2n1,0.98
S15392,c1cnc2nsnc2n1,0.98
S15393,O=C1NC=C2N=CC=NC2=C1,0.94
S15394,O=C1OC=C2N=CC=NC2=C1,0.87
S15396,O=C1NN=C2N=CC=NC2=C1,0.96
S15397,O=C1NC=C2N=CC=NC2=N1,0.97
S15402,c1cnc2nccnc2n1,0.98
S15403,c1cnc2nncnc2n1,0.93
S15404,O=C1NC=Nc2nccnc12,0.99
S15405,O=C1Oc2nccnc2N=C1,0.52
S15406,O=C1OC=Nc2nccnc12,0.95
S15407,O=C1Sc2nccnc2N=C1,0.86
S15408,O=C1SC=Nc2nccnc12,0.97
S15409,c1cnc2nnnnc2n1,0.98
S1541,O=C1N=CC2=C1NC=CN2,0.68
S15413,O=C1NN=Nc2nccnc12,0.7
S15417,O=C1Sc2nccnc2N=N1,0.86
S15418,O=C1C=COc2nccnc12,0.88
S15419,O=C1N=COc2nccnc12,0.88
S15420,O=C1C=CSc2nccnc12,0.86
S15423,O=C1C=NSc2nccnc12,0.86
S15424,O=C1N=CSc2nccnc12,0.86
S15427,O=C1N=NSc2nccnc12,0.86
S15428,O=C1C(=O)C(=O)c2nccnc2C1=O,0.97
S15429,O=C1NC(=O)c2nccnc2O1,0.86
S15430,O=C1NC(=O)c2nccnc2S1,0.86
S15432,O=C1Oc2nccnc2S1,0.85
S15433,O=C1Oc2nccnc2OC1=O,0.69
S15435,O=C1Oc2nccnc2SC1=O,0.82
S15437,O=C1Sc2nccnc2S1,0.93
S15438,O=C1OC(=O)c2nccnc2S1,0.85
S15439,O=C1Sc2nccnc2SC1=O,0.82
S15441,c1nnc2c[nH]cc2n1,0.98
S15442,o1cc2ncnnc2c1,0.93
S15443,c1nnc2cscc2n1,0.97
S15444,c1nnc2n[nH]cc2n1,0.98
S15445,c1nnc2c[nH]nc2n1,0.98
S15446,o1cc2ncnnc2n1,0.93
S15447,o1cc2nncnc2n1,0.93
S15448,c1nnc2nscc2n1,0.9
S15449,c1nnc2csnc2n1,0.9
S15450,c1nnc2n[nH]nc2n1,0.97
S15451,o1nc2ncnnc2n1,0.93
S15452,c1nnc2nsnc2n1,0.93
S15453,O=C1NC=C2N=CN=NC2=C1,0.94
S15454,O=C1NC=C2N=NC=NC2=C1,0.94
S15459,O=C1NN=C2N=CN=NC2=C1,0.96
S15460,O=C1NN=C2N=NC=NC2=C1,0.96
S15461,O=C1NC=C2N=NC=NC2=N1,0.97
S15462,O=C1NC=C2N=CN=NC2=N1,0.97
S15471,c1nnc2nncnc2n1,0.93
S15472,c1nnc2ncnnc2n1,0.93
S15473,O=C1NC=Nc2ncnnc12,0.99
S15474,O=C1NC=Nc2nncnc12,0.99
S15475,O=C1Oc2nncnc2N=C1,0.52
S15476,O=C1Oc2ncnnc2N=C1,0.52
S15481,O=C1SC=Nc2ncnnc12,0.95
S15482,O=C1SC=Nc2nncnc12,0.95
S15483,c1nnc2nnnnc2n1,0.93
S15490,O=C1NN=Nc2nncnc12,0.65
S15491,O=C1NN=Nc2ncnnc12,0.65
S155,O=C1NC(=O)C=NO1,0.77
S15520,O=C1C=CC(=O)N2C=NC=CN12,0.95
S15523,O=C1C(=O)C(=O)c2nncnc2C1=O,0.95
S15552,O=C1C=NC(=O)N2C=NC=CN12,0.94
S15553,O=C1C=NC(=O)N2C=CN=CN12,0.94
S15571,O=C1Sc2ncnnc2S1,0.91
S15601,O=C1C=CN=C2C=CNN12,0.92
S15602,O=C1C=CN=C2NC=CN12,0.97
S15603,O=C1NC=Nc2c[nH]cc12,1.0
S15604,O=C1C=CN=C2C=CON12,0.93
S15605,O=C1C=CN=C2OC=CN12,0.96
S15606,O=C1NC=Nc2cocc12,0.98
S15607,O=C1C=CN=C2C=CSN12,0.52
S15608,O=C1C=CN=C2SC=CN12,0.95
S15609,O=C1NC=Nc2cscc12,0.99
S15610,O=C1C=CN=C2C=NNN12,0.89
S15611,O=C1C=CN=C2NN=CN12,0.96
S15612,O=C1NC=Nc2c[nH]nc12,1.0
S15613,O=C1NC=Nc2n[nH]cc12,1.0
S15615,O=C1C=CN=C2ON=CN12,0.7
S15616,O=C1NC=Nc2conc12,0.98
S15617,O=C1NC=Nc2nocc12,0.99
S15619,O=C1C=CN=C2SN=CN12,0.98
S15620,O=C1NC=Nc2csnc12,0.94
S15621,O=C1NC=Nc2nscc12,0.94
S15622,O=C1C=CN=C2N=CNN12,0.96
S15623,O=C1C=CN=C2NC=NN12,0.94
S15624,O=C1C=CN=C2N=CON12,0.93
S15625,O=C1C=CN=C2OC=NN12,0.94
S15627,O=C1C=CN=C2SC=NN12,0.96
S15628,O=C1C=CN=C2N=NNN12,0.89
S15629,O=C1C=CN=C2NN=NN12,0.92
S15630,O=C1NC=Nc2n[nH]nc12,1.0
S15636,O=C1NC=Nc2nonc12,0.98
S15637,O=C1NC=Nc2nsnc12,0.98
S15638,O=C1NN2C(=O)C=CN=C2N1,0.94
S15643,O=C1C=CN=C2C=CC=CN12,0.98
S15644,O=C1C=CN=C2C=NC=CN12,0.98
S15645,O=C1C=CN=C2C=CN=CN12,0.98
S15646,O=C1C=CN=C2C=CC=NN12,0.96
S15647,O=C1C=CN=C2N=CC=CN12,0.95
S15649,O=C1C=CN=C2C=CN=NN12,0.53
S15650,O=C1C=CN=C2C=NN=CN12,0.92
S15651,O=C1NC=CN2C(=O)C=CN=C12,0.97
S15652,O=C1NC=CC2=NC=CC(=O)N12,0.96
S15653,O=C1NN2C(=O)C=CN=C2C=C1,0.92
S15654,O=C1NC2=NC=CC(=O)N2C=C1,0.96
S15655,O=C1NC=C2N=CNC(=O)C2=C1,0.94
S15656,O=C1NC=C2C(=O)NC=NC2=C1,0.94
S15661,O=C1OC=C2N=CNC(=O)C2=C1,0.92
S15662,O=C1OC=C2C(=O)NC=NC2=C1,0.92
S15666,O=C1SC2=NC=CC(=O)N2C=C1,0.98
S15669,O=C1C=CN=C2N=CN=CN12,0.95
S15670,O=C1C=CN=C2C=NC=NN12,0.93
S15673,O=C1NN=CN2C(=O)C=CN=C12,0.96
S15674,O=C1NN=CC2=NC=CC(=O)N12,0.9
S15675,O=C1NN=C2N=CNC(=O)C2=C1,0.96
S15676,O=C1NN=C2C(=O)NC=NC2=C1,0.96
S15677,O=C1NC2=NC=CC(=O)N2C=N1,0.83
S15679,O=C1NC=C2C(=O)NC=NC2=N1,0.97
S15681,O=C1ON=CN2C(=O)C=CN=C12,0.65
S15683,O=C1ON=C2N=CNC(=O)C2=C1,0.93
S15687,O=C1NC=NC2=NC(=O)OC=C12,0.78
S15697,O=C1NN2C(=O)C=CN=C2N=C1,0.92
S15698,O=C1NC2=NC=CC(=O)N2N=C1,0.93
S157,O=C1OC=CO1,0.81
S15702,O=C1NC(=O)N2C(=O)C=CN=C2N1,0.95
S15703,O=C1NN2C(=O)C=CN=C2NC1=O,0.93
S15712,O=C1C=CNC2=NC=CC(=O)N12,0.97
S15714,O=C1C=CN=C2NC=NC(=O)N12,0.88
S15716,O=C1C=CN=C2N=CC=NN12,0.9
S15718,O=C1C=CN=C2N=NC=NN12,0.95
S15719,O=C1NC=NC2=C1C(=O)NC=N2,0.95
S15720,O=C1NC=NC2=C1N=CNC2=O,0.95
S15721,O=C1NC=NC2=NC=CC(=O)N12,0.77
S15724,O=C1OC2=C(N=C1)C(=O)NC=N2,0.95
